camis,dba,boro,cuisine_description,building,street,zipcode,grade
50080887,DUNKIN,Manhattan,Donuts,6,EAST   46 STREET,10017.0,A
50150523,CITY VIEW ROOFTOP BAR & LOUNGE,Queens,American,20-07,127 STREET,11356.0,A
50120985,MIKE'S ROYAL DINER,Brooklyn,American,7609,5 AVENUE,11209.0,B
50049096,TAJ MAHAL LOUNGE,Queens,Middle Eastern,25-27,STEINWAY STREET,11103.0,A
50121394,FLIK INTERNATIONAL CORP (MUTUAL OF AMERICA),Manhattan,American,320,PARK AVENUE,10022.0,A
41568366,VISTA SKY LOUNGE / VISTA PENTHOUSE BALLROOM,Queens,American,27-05,39 AVENUE,11101.0,A
50147091,LITTLE MAVEN,Manhattan,American,30,WEST   18 STREET,10011.0,A
50087274,ESSEN,Manhattan,Other,290,MADISON AVENUE,10017.0,A
50147392,LA FLOR DEL PARAISO,Queens,Latin American,1715,CORNELIA STREET,11385.0,A
41620333,BEIJING HOUSE,Brooklyn,Chinese,553,WILSON AVENUE,11207.0,A
41719175,BONJOUR CREPES & WINE,Manhattan,Sandwiches,1585,2 AVENUE,10028.0,A
50106031,KAL,Queens,Korean,34-05,30 AVENUE,11103.0,A
40608422,BEDFORD CAFE & RESTAURANT,Bronx,American,1,EAST BEDFORD PARK BOULEVARD,10468.0,B
50153660,CHOPT CREATIVE SALAD CO.,Manhattan,Soups/Salads/Sandwiches,410,10 AVENUE,10001.0,A
50069925,KHAO NOM,Queens,Thai,42-06,77 STREET,11373.0,B
40370436,ROSSINI'S,Manhattan,Italian,108,EAST   38 STREET,10016.0,A
50034689,SOCIAL CIRCLE at CAMBRIA HOTELS & SUITES NEW YORK-CHELSEA,Manhattan,Bottled Beverages,123,WEST   28 STREET,10001.0,A
50009526,NISHIDA SHO-TEN,Manhattan,Japanese,302,EAST   49 STREET,10017.0,B
50143765,COVERT BK,Brooklyn,American,1643,BROADWAY,11207.0,A
50105244,OOI SUSHI & LOUNGE,Queens,Japanese,42-36,CRESCENT STREET,11101.0,A
50107871,CHAMPION PIZZA,Manhattan,Pizza,2,WEST   14 STREET,10011.0,A
50127381,LINDENS,Manhattan,American,2,RENWICK STREET,10013.0,C
50171826,SABOR DE MI ABUELA MAR Y TIERRA RESTAURANT,Bronx,Spanish,935,EAST  163 STREET,10459.0,C
50118276,iPizzaNY,Manhattan,Pizza,658,9 AVENUE,10036.0,C
50101469,FOOD HAI CHINESE RESTAURANT,Bronx,Chinese,2036,BOSTON ROAD,10460.0,A
50101523,BAR BETE,Brooklyn,French,263,SMITH STREET,11231.0,A
50162086,CALI TAJADAS BAKERY & RESTAURANT,Queens,Latin American,45-18,104 STREET,11368.0,B
40388672,NECTAR,Manhattan,American,1090,MADISON AVENUE,10028.0,A
50044624,GARDEN MARKET HOT DOG CONCESSION,Manhattan,American,4,PENN PLAZA,10121.0,A
50017631,NEW RED LANTERN,Brooklyn,Chinese,5701,FORT HAMILTON PARKWAY,11219.0,B
50132329,DUCK DONUTS FRESH MEADOWS,Queens,Donuts,61-32,190 STREET,11365.0,C
50161217,DAGG THAI,Manhattan,Thai,10,EAST   39 STREET,10016.0,A
50007331,PALACE RESTAURANT,Manhattan,American,122,EAST   57 STREET,10022.0,B
50162634,ALL DAY NUTRITION (HERBALIFE),Queens,"Juice, Smoothies, Fruit Salads",102-28,43 AVENUE,11368.0,A
50168300,MYSTTIK MASAALA,Queens,Indian,1103,44 AVENUE,11101.0,B
40673117,10TH AVENUE PIZZA & CAFE,Manhattan,Pizza,256,10 AVENUE,10001.0,A
50017284,SWEETGREEN,Brooklyn,Salads,162,NORTH    4 STREET,11211.0,A
50135856,GROUND CENTRAL COFFEE COMPANY,Manhattan,Coffee/Tea,441,LEXINGTON AVENUE,10017.0,A
50159217,PIKASSO Y MAS,Bronx,Caribbean,609,EAST TREMONT AVENUE,10457.0,A
41096895,JIMBO'S HAMBURGER PALACE,Manhattan,Hamburgers,301,WEST  154 STREET,10039.0,A
50090807,WETZLE'S PRETZELS,Staten Island,Bagels/Pretzels,55B,RICHMOND TERRACE,10301.0,A
50173906,LONG KIN THAI KITCHEN & BAR,Brooklyn,Thai,500,PROSPECT PLACE,11238.0,A
50133412,THE PIZZA PLACE & RESTAURANT,Bronx,Pizza,4024,WHITE PLAINS ROAD,10466.0,A
50166704,MANNAN BAKERY & GRILL,Bronx,Bangladeshi,1445,OLMSTEAD AVENUE,10462.0,A
41222453,DUNKIN,Manhattan,Donuts,152,WEST   31 STREET,10001.0,A
50104824,CAFE THE TERRACE,Queens,Coffee/Tea,208-17,NORTHERN BOULEVARD,11361.0,A
50152635,UNIK PIZZA,Manhattan,Pizza,418,EAST   14 STREET,10009.0,C
40394110,CRONIN & PHELAN'S,Queens,Irish,38-14,BROADWAY,11103.0,A
50181817,LUIGI'S PIZZA,Brooklyn,Pizza,1615,AVENUE U,11229.0,A
40645039,TOWNHOUSE DINER,Manhattan,American,696,2 AVENUE,10016.0,A
50127492,FAMOUS 1 DOLLAR PIZZA,Manhattan,Pizza,578A,9 AVENUE,10036.0,A
40372445,OMONIA CAFE,Queens,Greek,32-20,BROADWAY,11106.0,B
50064037,STARBUCKS COFFEE #48170,Brooklyn,Coffee/Tea,470,4 AVENUE,11215.0,A
50071109,AMERICAN GIRL CAFE,Manhattan,American,75,ROCKEFELLER PLAZA,10019.0,A
41545050,PATRICIA'S,Bronx,Italian,1082,MORRIS PARK AVENUE,10461.0,A
50000711,THE MANHATTAN AT TIMES SQUARE,Manhattan,Coffee/Tea,790,7 AVENUE,10019.0,A
50140858,MADE IN NEW YORK PIZZA,Manhattan,Pizza,561,HUDSON STREET,10014.0,A
50075273,RED PANDA,Queens,Asian/Asian Fusion,67-21,WOODSIDE AVENUE,11377.0,A
41315226,CHOP'T,Manhattan,Salads,145,WEST   51 STREET,10019.0,A
50071683,BOMBAY KABAB,Brooklyn,Indian,54,7 AVENUE,11217.0,A
50129466,NAKATA,Staten Island,Japanese,1775D,RICHMOND RD,10306.0,A
50140972,BAR AVANT AT OLLY OLLY MARKET,Manhattan,Bottled Beverages,601,WEST   26 STREET,10001.0,A
50116852,DEERFIELD / CURE / NACL CAFE,Manhattan,American,345,PARK AVENUE SOUTH,10010.0,A
50169727,YUMMY DIPS,Bronx,Coffee/Tea,711,LYDIG AVENUE,10462.0,A
50140379,DUNKIN DONUTS,Queens,Donuts,107-02,GRAND CENTRAL PARKWAY,11369.0,A
50139544,ZAZA TEA,Queens,Coffee/Tea,136-84,ROOSEVELT AVENUE,11354.0,A
50086424,DUNKIN,Bronx,Donuts,1320,HUTCHINSON RIVER PARKWAY,10461.0,A
50103495,BOHEMIEN,Brooklyn,New American,97,ATLANTIC AVENUE,11201.0,B
50117601,MCDONALDS,Brooklyn,American,2800,ATLANTIC AVENUE,11207.0,A
50109637,FIVE IRON GOLF,Manhattan,American,22,STONE STREET,10004.0,B
50136878,CREPE HOUSE,Bronx,Pancakes/Waffles,653,MORRIS PARK AVENUE,10462.0,B
41216820,WYCKOFF STARR COFFEE SHOP,Brooklyn,Coffee/Tea,30,WYCKOFF AVENUE,11237.0,A
50044896,LIANG'S GARDEN,Bronx,Chinese,320,CYPRESS AVENUE,10454.0,A
41615445,TAO HONG BAKERY,Manhattan,Bakery Products/Desserts,79,CHRYSTIE STREET,10002.0,A
41488795,BRISAS DEL MAR SEAFOOD MARKET,Manhattan,Seafood,1785,LEXINGTON AVENUE,10029.0,A
50045254,JUE LAN CLUB,Manhattan,Asian/Asian Fusion,49,WEST   20 STREET,10011.0,C
41433795,THE AVENUE,Queens,American,71-22,MYRTLE AVENUE,11385.0,A
50151383,TEA SPOT,Brooklyn,Coffee/Tea,1276,FULTON STREET,11216.0,A
41155285,EL REY II RESTAURANT,Brooklyn,Latin American,1064,LIBERTY AVENUE,11208.0,A
50099579,PIEROGI BOYS,Manhattan,Polish,42,WEST   42 STREET,10036.0,A
41576935,RED FARM / DECOY,Manhattan,Chinese,529,HUDSON STREET,10014.0,B
41335405,DOUBLETREE BY HILTON HOTEL JFK AIRPORT,Queens,American,135-30,140 STREET,11436.0,B
50106956,TABLE D'HOTE,Manhattan,French,44,EAST   92 STREET,10128.0,A
50178824,SWEETGREEN,Brooklyn,American,1153,BROADWAY,11221.0,A
50125978,PITA GRILL,Brooklyn,Mediterranean,1480,DEKALB AVENUE,11237.0,A
41229180,FRANCESCO'S PIZZERIA,Manhattan,Pizza,186,COLUMBUS AVENUE,10023.0,A
50148565,COFFEE TIME,Brooklyn,Mexican,5507,13 AVENUE,11219.0,A
50141450,LENG EARTH FOOD,Queens,Caribbean,205-09,HOLLIS AVENUE,11412.0,A
50157102,BLUE BOTTLE COFFEE,Manhattan,Coffee/Tea,441,8 AVENUE,10001.0,A
50037812,ELITE PASTRIES CAFE,Queens,Bakery Products/Desserts,47-36,BELL BOULEVARD,11361.0,A
50158272,Restaurante La Rosa,Manhattan,Mexican,1969,AMSTERDAM AVENUE,10032.0,C
41564788,THE LOCAL,Staten Island,American,310316,MANOR ROAD,,C
50039077,STOUT,Manhattan,American,60,EAST   41 STREET,10017.0,A
41458613,NIGHT OF JOY,Brooklyn,American,667,LORIMER STREET,11211.0,A
50144691,EMPANADA PREMIUM,Brooklyn,Spanish,2924,FULTON STREET,11207.0,A
40837042,MALECON RESTAURANT,Bronx,Latin American,55925594,BROADWAY,,A
50104860,NOVA SOCCER CLUB,Queens,Coffee/Tea,775,WOODWARD AVENUE,11385.0,A
50063584,THE LAVISH BAR & LOUNGE,Queens,American,114-69,FARMERS BOULEVARD,11412.0,A
50085121,KABABISH,Queens,Pakistani,70-64,BROADWAY,11372.0,C
50112620,PERIZIA KOSHER PIZZA,Brooklyn,Jewish/Kosher,1424,AVENUE M,11230.0,C
50140743,RED KUP,Manhattan,Coffee/Tea,701,SAINT NICHOLAS AVENUE,10031.0,A
50074204,MR. MARIO,Queens,Latin American,18-04,COLLEGE POINT BOULEVARD,11356.0,B
50035292,THE LOCAL @ JFK,Queens,American,NKA,JFK INTL AIRPORT 58H,11430.0,A
50033478,FRESCOS PIZZERIA,Manhattan,Pizza,804,WEST  187 STREET,10033.0,A
50049441,CASA GALICIA,Queens,Spanish,37-09,31 AVENUE,11103.0,A
50056770,ESSEN,Manhattan,American,519,8 AVENUE,10018.0,B
50118702,TERRACE BAR,Manhattan,Other,,TERMINAL C LEVEL 3 CONCOURSE E,11371.0,A
50065747,SUBWAY,Brooklyn,Sandwiches,2915,STILLWELL AVENUE,11224.0,A
40622601,A-1 PIZZA SHOP,Manhattan,Pizza,505,GRAND STREET,10002.0,B
41683685,BAGELS & BREW,Queens,American,43-05,BROADWAY,11103.0,A
41642950,CHECKERS,Queens,Hamburgers,27-12,QUEENS PLAZA SOUTH,11101.0,A
50131933,JOE & THE JUICE,Manhattan,"Juice, Smoothies, Fruit Salads",929,BROADWAY,10010.0,A
50110249,COBBLE FISH,Manhattan,Seafood,89,SOUTH STREET,10038.0,A
50137333,JE T'AIME PATISSERIE,Brooklyn,Bakery Products/Desserts,471,MARCUS GARVEY BOULEVARD,11216.0,A
50144814,TITI'S EMPANADAS,Brooklyn,Spanish,160,HAVEMEYER STREET,11211.0,A
50119924,COPPA,Manhattan,Coffee/Tea,21,EAST   27 STREET,10016.0,A
41632513,VILLAGE TAVERNA,Manhattan,Greek,81,UNIVERSITY PLACE,10003.0,A
50123726,CLAIRES KITCHEN CAFE,Manhattan,Coffee/Tea,19,SAINT NICHOLAS AVENUE,10026.0,A
50106477,ROCHDALE CHICKEN AND FISH 90Z,Brooklyn,Soul Food,1060,RUTLAND ROAD,11212.0,B
40829514,CLINTON STREET BAKING COMPANY,Manhattan,American,4,CLINTON STREET,10002.0,A
50130986,WAH HING,Queens,Chinese,125-19,ROCKAWAY BOULEVARD,11420.0,B
50129377,TORTILLAS KING,Brooklyn,Tex-Mex,7103,18 AVENUE,11204.0,A
50137306,OLDE CITY CHEESESTEAKS & BREW,Manhattan,American,201,8 AVENUE,10011.0,A
50138932,SOFIA'S BAGEL,Manhattan,Bagels/Pretzels,535,HUDSON STREET,10014.0,A
50116256,PITUSA BAKERY,Bronx,Bakery Products/Desserts,831,EAST  149 STREET,10455.0,A
50075622,PAPA JOHN'S,Brooklyn,Pizza,1009,BROADWAY,11221.0,B
50107343,TWO IN ONE AMERICAN AND MEXICAN FOOD,Bronx,American,63,EAST KINGSBRIDGE ROAD,10468.0,A
50070387,EMPANADAS MONUMENTAL,Bronx,Latin American,752,ALLERTON AVENUE,10467.0,A
50040781,CHOCK FULL O' NUTS,Brooklyn,Coffee/Tea,1508,AVENUE J,11230.0,A
41654217,M&J NAVY YARD SUB SHOPPE,Brooklyn,Sandwiches,2,ADELPHI STREET,11205.0,B
50045509,MCDONALD'S,Manhattan,Hamburgers,1871,2 AVENUE,10029.0,A
50033802,ONE WORLD OBSERVATORY,Manhattan,American,1,WORLD TRADE CENTER,10007.0,A
50176895,WINGSTOP,Queens,Chicken,102-14,ATLANTIC AVENUE,11416.0,A
50148224,LAS CAZUELAS RESTAURANT,Staten Island,Spanish,1255,CASTLETON AVENUE,10310.0,C
41680620,HEARTH NYC,Manhattan,American,HIGHLINE,"W 15th Street @ 10th Ave,",,A
50010248,CAFE GRUMPY,Manhattan,Coffee/Tea,,LEXINGTON AVE,10017.0,A
41139066,HALAL SANDWICH SHOP,Queens,Moroccan,25-61,STEINWAY STREET,11103.0,A
50135974,CHINA STAR,Bronx,Chinese,1784,JEROME AVENUE,10453.0,A
41317968,MAYNILA ORIENTAL FOOD MARKET,Staten Island,Filipino,3555,VICTORY BOULEVARD,10314.0,B
41085065,THE LEVEE,Brooklyn,American,212,BERRY STREET,11249.0,A
50141388,ZIO PEPE'S PIZZERIA,Queens,Pizza,26-19,23 AVENUE,11105.0,B
50119509,WHITE CASTLE,Manhattan,Hamburgers,539,8 AVENUE,10018.0,A
50036378,MR. FONG'S,Manhattan,Chinese,40,MARKET STREET,10002.0,A
50130405,AVO,Manhattan,Salads,245,5 AVENUE,10016.0,A
50137353,COLIMA TAQUERIA,Bronx,Mexican,608,EAST  187 STREET,10458.0,B
50136397,BEIJING DUMPLING HOUSE,Queens,Chinese,88-38,SUTPHIN BOULEVARD,11435.0,A
40560823,LENA'S RESTAURANT,Bronx,Latin American,206,EAST  198 STREET,10458.0,A
50099835,E BAR,Manhattan,American,225,WEST   57 STREET,10019.0,A
50104798,ODDFELLOWS ICE CREAM CO.,Brooklyn,Frozen Desserts,334,FURMAN STREET,11201.0,A
50073601,BARRY'S UWS,Manhattan,"Juice, Smoothies, Fruit Salads",72,WEST   69 STREET,10023.0,A
41404053,GLASS HOUSE TAVERN,Manhattan,American,252,WEST   47 STREET,10036.0,A
50123494,THE OASIS CAFE,Manhattan,Coffee/Tea,857,9 AVENUE,10019.0,B
41271988,ECUADORIAN FOOD RESTAURANT,Queens,Latin American,41-20,34 AVENUE,11101.0,A
50171750,BROWN BAG SANDWICH CO.,Manhattan,Sandwiches,218,THOMPSON STREET,10012.0,A
50078421,CAMPEON DEL POLLO RESTAURANT,Queens,Latin American,107-02,CORONA AVENUE,11368.0,B
41277451,MARKET TABLE,Manhattan,American,54,CARMINE STREET,10014.0,A
50137876,GLACE BY NOGLU,Manhattan,Frozen Desserts,1266,MADISON AVENUE,10128.0,A
50035765,SMASHBURGER,Bronx,Hamburgers,4325,BOSTON ROAD,10466.0,A
50126843,KRAZY CHICKEN AND WINGS,Brooklyn,American,299,MALCOLM X BOULEVARD,11233.0,A
50093918,SHISEIDO,Manhattan,American,390,MADISON AVENUE,10017.0,A
41322735,THE TEN BELLS,Manhattan,French,247,BROOME STREET,10002.0,A
41457674,FIVE GUYS,Manhattan,Hamburgers,690,3 AVENUE,10017.0,A
50119703,GOLDEN FOUNTAIN CHINESE KITCHEN,Queens,Chinese,116-16,METROPOLITAN AVENUE,11418.0,A
50158183,SULTAN,Manhattan,Turkish,791,LEXINGTON AVENUE,10065.0,A
40933602,PIZZA PETE'S,Manhattan,Pizza,528,COLUMBUS AVENUE,10024.0,A
41645852,HARLEM PUBLIC RESTAURANT,Manhattan,American,3612,BROADWAY,10031.0,B
50087890,LOBBY BAR,Manhattan,French,701,7 AVENUE,10036.0,A
50072375,NORA THAI,Brooklyn,Thai,176,NORTH    9 STREET,11211.0,B
50124290,SMØR BAKERY,Manhattan,Bakery Products/Desserts,437,EAST   12 STREET,10009.0,A
41556790,FIVE GUYS FAMOUS BURGERS AND FRIES,Manhattan,Hamburgers,2847,BROADWAY,10025.0,A
40593352,S & S CALABRO PIZZERIA,Queens,Pizza,30-65,14 STREET,11102.0,A
50048053,HUSKY-P MEALS DIRECT,Queens,Caribbean,184-17,140 AVENUE,11413.0,A
50116435,SI N'SHPI,Brooklyn,Eastern European,2307,65 STREET,11204.0,A
50176997,J&D PIZZERIA,Queens,Pizza,98-51,63 ROAD,11374.0,A
50099190,CHINA COCINA,Queens,Chinese,103-10,ROOSEVELT AVENUE,11368.0,C
50106775,BKLYN BLEND,Brooklyn,Coffee/Tea,601,LIVONIA AVENUE,11207.0,A
50128050,JULIZA COLOMBIAN & LATIN FUSION,Queens,Latin American,18-33,COLLEGE POINT BOULEVARD,11356.0,B
50140840,SAKE RESTAURANT,Brooklyn,Japanese,2347,86 STREET,11214.0,A
50076337,ANEMOS,Queens,Greek,41-15,34 AVENUE,11101.0,B
50122091,MR. CAPRI,Manhattan,Italian,33,WEST    8 STREET,10011.0,A
40931927,VIAND CAFE,Manhattan,American,2130,BROADWAY,10023.0,B
50073244,MANGO CREPES AND MORE,Queens,French,83-10,NORTHERN BOULEVARD,11372.0,A
50046491,FULEEN PALACE,Queens,Chinese,10,COLEMAN SQUARE,11414.0,A
50144537,Sesame Bakery,Brooklyn,Jewish/Kosher,5024,13 AVENUE,11219.0,C
50072637,GHETTO SHACK,Brooklyn,Caribbean,9320,AVENUE L,11236.0,A
50152959,GONG CHA,Manhattan,Coffee/Tea,42,MOTT STREET,10013.0,A
50090897,BASS CAFE,Manhattan,American,1228,YORK AVENUE,10065.0,A
40395892,THE STUMBLE INN,Manhattan,American,1454,2 AVENUE,10021.0,A
50110679,EL ZOCALO,Queens,Latin American,40-10,83 STREET,11373.0,B
50116674,SMASHBURGER,Queens,Hamburgers,59-11,MAURICE AVENUE,11378.0,A
50153165,SOZAI,Manhattan,Japanese,19,WEST   45 STREET,10036.0,A
50125432,MCDONALD'S,Staten Island,American,1660,RICHMOND AVENUE,10314.0,A
50158434,HEROES / PEARL BOX,Manhattan,New American,357,WEST BROADWAY,10013.0,A
41328516,SUTTON BAR ROOM,Manhattan,American,1074,1 AVENUE,10022.0,A
50127104,CHIP CITY,Manhattan,Bakery Products/Desserts,370,COLUMBUS AVENUE,10024.0,A
50090914,GYRO KING,Brooklyn,Middle Eastern,7408,3 AVENUE,11209.0,A
50133242,POTBELLY,Manhattan,Sandwiches,501,FASHION AVENUE,10018.0,A
40368223,OYSTER BAR,Manhattan,Seafood,,GRAND CENTRAL TERMINAL,10017.0,A
50073182,MOJITOS,Queens,Latin American,81-01,NORTHERN BOULEVARD,11372.0,A
50105249,YUAN BAO 55,Brooklyn,Chinese,774,55 STREET,11220.0,B
50134958,HEX & COMPANY,Manhattan,American,801,BROADWAY,10003.0,A
41584120,7 SPICES,Bronx,Caribbean,906908,E GUNHILL RD,,A
50006114,MALECON RESTAURANT,Manhattan,Spanish,4141,BROADWAY,10033.0,A
50176705,IL LEONE,Brooklyn,Other,158,7 AVENUE,11215.0,A
50018050,EAT N RUN CAFE,Brooklyn,Jewish/Kosher,2574,CONEY ISLAND AVENUE,11223.0,A
50141891,THERMOSTAT,Brooklyn,Eastern European,210,FLATBUSH AVENUE,11217.0,A
41345374,"DUNKIN', BASKIN ROBBINS",Queens,Donuts,133-28,SPRINGFIELD BOULEVARD,11413.0,A
50082664,SHAXIAN SNACKS,Brooklyn,Chinese,818,60 STREET,11220.0,A
50106636,MEXOLOGY,Queens,Mexican,28-07,JACKSON AVENUE,11101.0,A
50133819,TARA KITCHEN,Manhattan,Moroccan,253,CHURCH STREET,10013.0,A
50066563,RONI LIRA BROTHERS PIZZA,Queens,American,44-44,COLLEGE POINT BOULEVARD,11355.0,B
41374597,DUNKIN,Queens,Donuts,30-15,STRATTON STREET,11354.0,A
41525379,BAR ITALIA,Manhattan,Italian,768,MADISON AVENUE,10065.0,A
50165132,STARBUCKS COFFEE # 85552,Manhattan,Coffee/Tea,30,ROCKEFELLER PLAZA,10112.0,A
50135011,CANTARITOS MEXICAN RESTAURANT,Queens,Mexican,108-02,NORTHERN BOULEVARD,11368.0,A
50109092,MILK & HOPS,Manhattan,American,166,9 AVENUE,10011.0,A
50094385,FYAH BUN CREATIVE,Manhattan,Caribbean,325,EAST   48 STREET,10017.0,A
50112433,ONE BAKERY,Brooklyn,Bakery Products/Desserts,6302,11 AVENUE,11219.0,B
50047320,LENWICH,Manhattan,Sandwiches/Salads/Mixed Buffet,16,WEST   23 STREET,10010.0,A
40394518,MATEUS RESTAURANT,Queens,Portuguese,222-05,JAMAICA AVENUE,11428.0,A
50154615,BAMBOO GARDEN,Brooklyn,Chinese,6409,8 AVENUE,11220.0,A
50128557,LA MASA,Bronx,Spanish,2542,EAST TREMONT AVENUE,10461.0,A
50103437,NEW SIU'S KITCHEN,Brooklyn,Chinese,4324,CHURCH AVENUE,11203.0,A
50084085,COLLEGE OF MOUNT SAINT VINCENT (Mag's Kitchen),Bronx,Coffee/Tea,6301,RIVERDALE AVENUE,10471.0,A
50139102,INCA PAISA II,Queens,Latin American,21-19,BROADWAY,11106.0,B
50094793,BREIFNE PUB,Queens,American,169-04,CROCHERON AVENUE,11358.0,A
50139435,BOCA DEL CIELO,Brooklyn,American,8511,3 AVENUE,11209.0,A
50132816,NERO.LAB CAFE,Manhattan,Italian,725,5 AVENUE,10022.0,A
50073931,OKATTE TANTO,Manhattan,Japanese,249,EAST   49 STREET,10017.0,A
50136757,SUPER BOWL GAO,Queens,Chinese,55-60,60 STREET,11378.0,A
50101337,WING WORLD,Staten Island,Chicken,876,MANOR ROAD,10314.0,A
50088363,LOCALS,Queens,Coffee/Tea,190,BEACH   69 STREET,11692.0,A
50055231,BOCADITO BISTRO,Manhattan,Eastern European,4863,BROADWAY,10034.0,A
41549862,LUCIANO'S PIZZA,Bronx,Pizza,1005A,MORRIS PARK AVENUE,10462.0,B
41617387,DUNKIN,Bronx,Donuts,701,ALLERTON AVENUE,10467.0,A
50163556,NOYA CAFE,Bronx,American,2303,ARTHUR AVENUE,10458.0,A
50076792,COFFEE & GREEN,Queens,American,21-06,36 AVENUE,11106.0,C
50129743,WILLIAM GREENBERG DESSERTS,Manhattan,Bakery Products/Desserts,285,AMSTERDAM AVENUE,10023.0,A
50173743,AAMA'S KITCHEN,Queens,Asian/Asian Fusion,72-19,ROOSEVELT AVENUE,11372.0,A
41569764,BACCHUS,Brooklyn,French,409411,ATLANTIC AVENUE,,A
50127877,MASAAKI MORDERN ASIAN CUISINE,Queens,Japanese,214-16,41 AVENUE,11361.0,A
50080428,HALA COFFEE AND KITCHEN,Brooklyn,Coffee/Tea,40,WYCKOFF AVENUE,11237.0,A
50129926,SUMMER SALT,Manhattan,Tex-Mex,124,EAST   14 STREET,10003.0,A
41658609,KOFOO / THE SPOT CAFE,Manhattan,Korean,67,WEST   23 STREET,10010.0,B
50153705,JU BANG JANG,Queens,Korean,215-10D,NORTHERN BOULEVARD,11361.0,A
50067916,ZIO TOTO,Brooklyn,Italian,8407,3 AVENUE,11209.0,A
50169361,TROPICAL TASTE RESTAURANT & BAKERY,Brooklyn,Caribbean,1426,NOSTRAND AVENUE,11226.0,C
50044966,PIQUE 86 RESTAURANT,Bronx,Spanish,220,EAST  198 STREET,10458.0,A
50110183,MICTLAN MEXICO,Manhattan,Mexican,17,ORCHARD STREET,10002.0,A
50043918,DUNKIN / BASKIN ROBBINS,Manhattan,Donuts,140,DELANCEY STREET,10002.0,A
50105015,THE UPSIDE,Manhattan,American,588,AMSTERDAM AVENUE,10024.0,A
50043385,EMPANADA MAMA,Manhattan,Latin American,95,ALLEN STREET,10002.0,A
41532181,GREAT TASTE DUMPLING,Brooklyn,Chinese,4317,8 AVENUE,11232.0,A
41241757,THAI MARKET,Manhattan,Thai,960,AMSTERDAM AVENUE,10025.0,A
50136143,KEUR AISHA SANTE YALLAH AFRICAN RESTAURANT,Bronx,African,1460,BOSTON ROAD,10460.0,A
50153008,CHA &,Manhattan,Coffee/Tea,355,GRAND STREET,10002.0,A
50117581,MAESTRO PASTA,Manhattan,Italian,102,MACDOUGAL STREET,10012.0,B
50178088,URGUT AFSONA,Brooklyn,Other,414,DITMAS AVENUE,11218.0,A
50017723,CLARENDON CUISINE,Brooklyn,Caribbean,252,EAST   54 STREET,11203.0,A
50057753,ALEX'S PIZZA & DELI,Queens,American,70-20,35 AVENUE,11372.0,A
50116957,SUN HING RESTAURANT,Brooklyn,Chinese,623,LIVONIA AVENUE,11207.0,A
50001385,EL RANCHO RESTAURANT,Brooklyn,Spanish,1157,FLATBUSH AVENUE,11226.0,C
50159718,NY CHOI FOOK,Brooklyn,Chinese,2050,86 STREET,11214.0,B
50172216,STRAND BOOK STORE,Manhattan,Coffee/Tea,2020,BROADWAY,10023.0,A
41501088,SOUTH JAMAICA PORTUGUESE SPORTING CLUB,Queens,Portuguese,95-23,SUTPHIN BOULEVARD,11435.0,A
50171364,MASSI'S,Queens,Sandwiches,29-09,BROADWAY,11106.0,A
50046578,333 LOUNGE,Brooklyn,Caribbean,333,FLATBUSH AVENUE,11217.0,C
50065679,NEW LEVEL JUICE,Manhattan,"Juice, Smoothies, Fruit Salads",2244,1 AVENUE,10029.0,A
41263910,DUNKIN,Brooklyn,Donuts,373,KINGS HIGHWAY,11223.0,A
41541889,BUVETTE,Manhattan,French,42,GROVE STREET,10014.0,A
41377598,L.A. BURRITO,Brooklyn,Mexican,67,WILSON AVENUE,11237.0,A
50131958,787 COFFEE,Manhattan,Coffee/Tea,204,WEST   10 STREET,10014.0,C
50104907,TRINIJAM BK ROTI BAR & GRILL,Brooklyn,Caribbean,9501,FLATLANDS AVENUE,11236.0,A
50059935,108 FOOD DRIED HOT POT,Manhattan,Chinese,2794,BROADWAY,10025.0,A
50152129,LAS MARGARITAS,Queens,Latin American,38-01,BROADWAY,11103.0,A
50125935,MORE THAN FRIES,Brooklyn,Other,1077,RUTLAND ROAD,11212.0,A
41627318,CHIPOTLE MEXICAN GRILL,Manhattan,Tex-Mex,625,BROADWAY,10012.0,A
50017001,KENNEDY FRIED CHICKEN,Bronx,Chicken,638,EAST  169 STREET,10456.0,B
50164865,ODA CAFE,Staten Island,Coffee/Tea,872,CASTLETON AVENUE,10310.0,A
50046085,SHANGHAI VILLA,Manhattan,Chinese,144,WEST    4 STREET,10012.0,A
50148724,KORKSCREW BISTRO,Brooklyn,American,165,TOMPKINS AVENUE,11206.0,A
50018261,TRYON PUBLIC HOUSE,Manhattan,American,4740,BROADWAY,10040.0,A
50075917,SUBWAY STORE #30214,Queens,Sandwiches,95-58,QUEENS BOULEVARD,11374.0,A
50138139,IGAM,Brooklyn,Coffee/Tea,1921,AVENUE U,11229.0,B
41441196,MOTORINO PIZZERIA NAPOLETANA,Manhattan,Pizza,349,EAST   12 STREET,10003.0,A
41338312,KING GARDEN RESTAURANT,Manhattan,Chinese,4316,BROADWAY,10033.0,A
50111982,KENNEDY FRIED CHICKEN,Bronx,Chicken,1051,OGDEN AVENUE,10452.0,A
40376352,BLUE NOTE,Manhattan,American,131,WEST    3 STREET,10012.0,A
50039842,DELUXE GREEN BO,Manhattan,Chinese,66,BAYARD STREET,10013.0,B
50156239,THE LATIN CORNER,Queens,Spanish,116-20,JAMAICA AVENUE,11418.0,B
